Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
human-vaginal	pregnancy	Date due of pregnancy	timestamp	{timestamp}	2018-05-11 00:00:00		1	MIXS:0000966	pregnancy
human-vaginal	douche	Date of most recent douche	timestamp	{timestamp}	2018-05-11 00:00:00		1	MIXS:0000967	douche
human-vaginal	birth_control	Specification of birth control medication used	medication name	{text}			1	MIXS:0000286	birth control
human-vaginal	menopause	Date of onset of menopause	timestamp	{timestamp}	2018-05-11 00:00:00		1	MIXS:0000968	menopause
human-vaginal	hrt	Whether subject had hormone replacement theraphy, and if yes start date	timestamp	{timestamp}	2018-05-11 00:00:00		1	MIXS:0000969	HRT
human-vaginal	hysterectomy	Specification of whether hysterectomy was performed	hysterectomy status	{boolean}	no		1	MIXS:0000287	hysterectomy
human-vaginal	gynecologic_disord	History of gynecological disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, female reproductive system disease (https://disease-ontology.org/?id=DOID:229).	gynecological disorder	{text}			m	MIXS:0000288	gynecological disorder
human-vaginal	urogenit_disord	History of urogenital disorders, can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, reproductive system disease (https://disease-ontology.org/?id=DOID:15) or urinary system disease (https://disease-ontology.org/?id=DOID:18). 	disorder name	{text}			m	MIXS:0000289	urogenital disorder
human-vaginal	host_subject_id	A unique identifier by which each subject can be referred to, de-identified. 	unique identifier	{text}	MPI123		1	MIXS:0000861	host subject id
human-vaginal	host_age	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	value	{float} {unit}	30 years	year, day, hour	1	MIXS:0000255	host age
human-vaginal	host_sex	Gender or physical sex of the host.	enumeration	"[female|hermaphrodite|non-binary|male|transgender|transgender (female to male)|transgender (male to female)
|undeclared]"	non-binary		1	MIXS:0000811	host sex
human-vaginal	host_disease_stat	List of diseases with which the host has been diagnosed; can include multiple diagnoses. The terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org.	disease name or Disease Ontology term	{termLabel} {[termID]}	measles [DOID:8622]		m	MIXS:0000031	host disease status
human-vaginal	ihmc_medication_code	Can include multiple medication codes	IHMC code	{integer}	810		m	MIXS:0000884	IHMC medication code
human-vaginal	chem_administration	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	agar [CHEBI:2509];2018-05-11T20:00Z		m	MIXS:0000751	chemical administration
human-vaginal	host_body_site	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	FMA or UBERON	{termLabel} {[termID]}	Ectocervix [fma86484]		1	MIXS:0000867	host body site
human-vaginal	host_body_product	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. For foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON) terms, please see https://www.ebi.ac.uk/ols/ontologies/fma or https://www.ebi.ac.uk/ols/ontologies/uberon	FMA or UBERON	{termLabel} {[termID]}	Portion of mucus [fma66938]		1	MIXS:0000888	host body product
human-vaginal	host_tot_mass	Total mass of the host at collection, the unit depends on host	measurement value	{float} {unit}	65 kilogram	kilogram, gram	1	MIXS:0000263	host total mass
human-vaginal	host_height	The height of subject	measurement value	{float} {unit}	1.75 meter	centimeter, millimeter, meter	1	MIXS:0000264	host height
human-vaginal	host_diet	Type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types	diet type	{text}	high-fat		m	MIXS:0000869	host diet
human-vaginal	host_last_meal	Content of last meal and time since feeding; can include multiple values	content;time interval	{text};{duration}	french fries;P5H30M		m	MIXS:0000870	host last meal
human-vaginal	host_family_relation	Relationships to other hosts in the same study; can include multiple relationships	relationship type;arbitrary identifier	{text};{text}	mother;ID298		m	MIXS:0000872	host family relationship
human-vaginal	host_genotype	Observed genotype	genotype	{text}	ST1		1	MIXS:0000365	host genotype
human-vaginal	host_phenotype	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	PATO or HP	{termLabel} {[termID]}	Tinnitus [HP:0000360]		1	MIXS:0000874	host phenotype
human-vaginal	host_body_temp	Core body temperature of the host when sample was collected	measurement value	{float} {unit}	36.5 degree Celsius	degree Celsius	1	MIXS:0000274	host body temperature
human-vaginal	host_body_mass_index	Body mass index, calculated as weight/(height)squared	measurement value	{float} {unit}	22 kilogram per square meter	kilogram per square meter	1	MIXS:0000317	host body-mass index
human-vaginal	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		m	MIXS:0000895	ethnicity
human-vaginal	host_occupation	Most frequent job performed by subject	IHMC code	{integer}	veterinary		1	MIXS:0000896	host occupation
human-vaginal	medic_hist_perform	Whether full medical history was collected	true or false	{boolean}	True		1	MIXS:0000897	medical history performed
human-vaginal	host_pulse	Resting pulse, measured as beats per minute	measurement value	{float} {unit}	65 beats per minute	beats per minute	1	MIXS:0000333	host pulse
human-vaginal	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
human-vaginal	samp_salinity	Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater	measurement value	{float} {unit}	1 milligram per liter	milligram per liter, practical salinity unit, percentage	1	MIXS:0000109	sample salinity
human-vaginal	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
human-vaginal	oxy_stat_samp	Oxygenation status of sample	enumeration	[aerobic|anaerobic|other]	aerobic		1	MIXS:0000753	oxygenation status of sample
human-vaginal	temp	Temperature of the sample at the time of sampling	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
human-vaginal	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m	MIXS:0000103	organism count
human-vaginal	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	millliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
human-vaginal	samp_store_temp	Temperature at which sample was stored, e.g. -80 degree Celsius	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
