class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
BuiltEnvironment	floor_struc			MIXS:0000806					environmental_packages	MIXS:0000806	built environment	floor_struc	floor structure	Refers to the structural elements and subfloor upon which the finish flooring is installed	enumeration	[balcony|floating floor|glass floor|raised floor|sprung floor|wood-framed|concrete]	concrete		X													1
BuiltEnvironment	floor_thermal_mass			MIXS:0000166					environmental_packages	MIXS:0000166	built environment	floor_thermal_mass	floor thermal mass	The ability of the floor to provide inertia against temperature fluctuations	measurement value	{float} {unit}			X												joule per degree Celsius	1
BuiltEnvironment	floor_water_mold			MIXS:0000805					environmental_packages	MIXS:0000805	built environment	floor_water_mold	floor signs of water/mold	Signs of the presence of mold or mildew in a room	enumeration	[mold odor|wet floor|water stains|wall discoloration|floor discoloration|ceiling discoloration|peeling paint or wallpaper|bulging walls|condensation]	ceiling discoloration		X													1
Water	fluor			MIXS:0000704					environmental_packages	MIXS:0000704	water	fluor	fluorescence	Raw or converted fluorescence of water	measurement value	{float} {unit}	2.5 volts		X												milligram chlorophyll a per cubic meter, volts	1
HumanAssociated	foetal_health_stat			MIXS:0000275					environmental_packages	MIXS:0000275	human-associated	foetal_health_stat	amniotic fluid/foetal health status	Specification of foetal health status, should also include abortion	health status	{text}			X													1
FoodAnimalAndAnimalFeed	food_additive			MIXS:0001200					environmental_packages	MIXS:0001200	food-animal and animal feed	food_additive	food additive	A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field accepts terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON:03412972	{text}|{termLabel} {[termID]}	xanthan gum [FOODON:03413321]		X													m
FoodFoodProductionFacility	food_additive			MIXS:0001200					environmental_packages	MIXS:0001200	food-food production facility	food_additive	food additive	A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field accepts terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON:03412972	{text}|{termLabel} {[termID]}	xanthan gum [FOODON_03413321]		X													m
FoodHumanFoods	food_additive			MIXS:0001200					environmental_packages	MIXS:0001200	food-human foods	food_additive	food additive	A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field accepts terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON:03412972	{text}|{termLabel} {[termID]}	xanthan gum [FOODON:03413321]		X													m
FoodFoodProductionFacility	food_allergen_label			MIXS:0001201					environmental_packages	MIXS:0001201	food-food production facility	food_allergen_label	food allergen labeling	A label indication that the product contains a recognized allergen. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510213).	FOODON:03510213	{text}|{termLabel} {[termID]}	food allergen labelling about crustaceans and products thereof [FOODON:03510215]		X													m
FoodHumanFoods	food_allergen_label			MIXS:0001201					environmental_packages	MIXS:0001201	food-human foods	food_allergen_label	food allergen labeling	A label indication that the product contains a recognized allergen. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510213).	FOODON:03510213	{text}|{termLabel} {[termID]}	food allergen labelling about crustaceans and products thereof [FOODON:03510215]		X													m
FoodFarmEnvironment	food_clean_proc			MIXS:0001182					environmental_packages	MIXS:0001182	food-farm environment	food_clean_proc	food cleaning process	The process of cleaning food to separate other environmental materials from the food source. Multiple terms can be separated by pipes.	enumeration	[drum and drain|manual spinner|rinsed with sanitizer solution|rinsed with water|scrubbed with brush|scrubbed with hand|soaking]	rinsed with water|scrubbed with brush		X													m
FoodAnimalAndAnimalFeed	food_contact_surf			MIXS:0001131					environmental_packages	MIXS:0001131	food-animal and animal feed	food_contact_surf	food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON:03500010	{text}|{termLabel} {[termID]}	cellulose acetate [FOODON:03500034]		X													m
FoodFarmEnvironment	food_contact_surf			MIXS:0001131					environmental_packages	MIXS:0001131	food-farm environment	food_contact_surf	food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON:03500010	{text}|{termLabel} {[termID]}	cellulose acetate [FOODON:03500034]		X													m
FoodHumanFoods	food_contact_surf			MIXS:0001131					environmental_packages	MIXS:0001131	food-human foods	food_contact_surf	food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON:03500010	{text}|{termLabel} {[termID]}	cellulose acetate [FOODON:03500034]		X													m
FoodAnimalAndAnimalFeed	food_contain_wrap			MIXS:0001132					environmental_packages	MIXS:0001132	food-animal and animal feed	food_contain_wrap	food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON:03490100	{text}|{termLabel} {[termID]}	Plastic shrink-pack [FOODON:03490137]		X													1
FoodFarmEnvironment	food_contain_wrap			MIXS:0001132					environmental_packages	MIXS:0001132	food-farm environment	food_contain_wrap	food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON:03490100	{text}|{termLabel} {[termID]}	Plastic shrink-pack [FOODON:03490137]		X													1
FoodFoodProductionFacility	food_contain_wrap			MIXS:0001132					environmental_packages	MIXS:0001132	food-food production facility	food_contain_wrap	food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON:03490100	{text}|{termLabel} {[termID]}	Plastic shrink-pack [FOODON:03490137]		X													1
FoodHumanFoods	food_contain_wrap			MIXS:0001132					environmental_packages	MIXS:0001132	food-human foods	food_contain_wrap	food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON:03490100	{text}|{termLabel} {[termID]}	Plastic shrink-pack [FOODON:03490137]		X													1
FoodAnimalAndAnimalFeed	food_cooking_proc			MIXS:0001202					environmental_packages	MIXS:0001202	food-animal and animal feed	food_cooking_proc	food cooking process	The transformation of raw food by the application of heat. This field accepts terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002).	FOODON:03450002	{text}|{termLabel} {[termID]}	food blanching [FOODON:03470175]		X													m
FoodFoodProductionFacility	food_cooking_proc			MIXS:0001202					environmental_packages	MIXS:0001202	food-food production facility	food_cooking_proc	food cooking process	The transformation of raw food by the application of heat. This field accepts terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002).	FOODON:03450002	{text}|{termLabel} {[termID]}	food blanching [FOODON:03470175]		X													m
FoodHumanFoods	food_cooking_proc			MIXS:0001202					environmental_packages	MIXS:0001202	food-human foods	food_cooking_proc	food cooking process	The transformation of raw food by the application of heat. This field accepts terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002).	FOODON:03450002	{text}|{termLabel} {[termID]}	food blanching [FOODON:03470175]		X													m
